data_set,family,image_biomarker,consensus,benchmark_value,tolerance,your_result,difference,check,tag
configuration B,"Run length matrix (2D, slice-merged)",Low grey level run emphasis,3-5,0.033,0.0006,,,,rlm_lgre_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",High grey level run emphasis,3-5,342,11,,,,rlm_hgre_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Short run low grey level emphasis,3-5,0.0313,0.0006,,,,rlm_srlge_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Short run high grey level emphasis,3-5,252,8,,,,rlm_srhge_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Long run low grey level emphasis,3-5,0.0442,0.0009,,,,rlm_lrlge_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Long run high grey level emphasis,3-5,1380,30,,,,rlm_lrhge_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Grey level non-uniformity,3-5,427,1,,,,rlm_glnu_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Grey level non-uniformity normalised,3-5,0.145,0.001,,,,rlm_glnu_norm_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Run length non-uniformity,3-5,1460,10,,,,rlm_rlnu_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Run length non-uniformity normalised,3-5,0.578,0.001,,,,rlm_rlnu_norm_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Run percentage,3-5,0.681,0.002,,,,rlm_r_perc_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Grey level variance,3-5,28.3,0.3,,,,rlm_gl_var_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Run length variance,3-5,1.21,0.03,,,,rlm_rl_var_2D_comb
configuration B,"Run length matrix (2D, slice-merged)",Run entropy,3-5,4.58,0.01,,,,rlm_rl_entr_2D_comb
configuration B,"Run length matrix (2.5D, direction-merged)",Short runs emphasis,< 3,,,,,,rlm_sre_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Long runs emphasis,< 3,,,,,,rlm_lre_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Low grey level run emphasis,< 3,,,,,,rlm_lgre_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",High grey level run emphasis,< 3,,,,,,rlm_hgre_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Short run low grey level emphasis,< 3,,,,,,rlm_srlge_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Short run high grey level emphasis,< 3,,,,,,rlm_srhge_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Long run low grey level emphasis,< 3,,,,,,rlm_lrlge_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Long run high grey level emphasis,< 3,,,,,,rlm_lrhge_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Grey level non-uniformity,< 3,,,,,,rlm_glnu_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Grey level non-uniformity normalised,< 3,,,,,,rlm_glnu_norm_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Run length non-uniformity,< 3,,,,,,rlm_rlnu_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Run length non-uniformity normalised,< 3,,,,,,rlm_rlnu_norm_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Run percentage,< 3,,,,,,rlm_r_perc_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Grey level variance,< 3,,,,,,rlm_gl_var_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Run length variance,< 3,,,,,,rlm_rl_var_2_5D_avg
configuration B,"Run length matrix (2.5D, direction-merged)",Run entropy,< 3,,,,,,rlm_rl_entr_2_5D_avg
configuration B,"Run length matrix (2.5D, merged)",Short runs emphasis,< 3,,,,,,rlm_sre_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Long runs emphasis,< 3,,,,,,rlm_lre_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Low grey level run emphasis,< 3,,,,,,rlm_lgre_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",High grey level run emphasis,< 3,,,,,,rlm_hgre_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Short run low grey level emphasis,< 3,,,,,,rlm_srlge_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Short run high grey level emphasis,< 3,,,,,,rlm_srhge_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Long run low grey level emphasis,< 3,,,,,,rlm_lrlge_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Long run high grey level emphasis,< 3,,,,,,rlm_lrhge_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Grey level non-uniformity,< 3,,,,,,rlm_glnu_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Grey level non-uniformity normalised,< 3,,,,,,rlm_glnu_norm_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Run length non-uniformity,< 3,,,,,,rlm_rlnu_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Run length non-uniformity normalised,< 3,,,,,,rlm_rlnu_norm_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Run percentage,< 3,,,,,,rlm_r_perc_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Grey level variance,< 3,,,,,,rlm_gl_var_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Run length variance,< 3,,,,,,rlm_rl_var_2_5D_comb
configuration B,"Run length matrix (2.5D, merged)",Run entropy,< 3,,,,,,rlm_rl_entr_2_5D_comb
configuration B,Size zone matrix (2D),Small zone emphasis,3-5,0.745,0.003,,,,szm_sze_2D
configuration B,Size zone matrix (2D),Large zone emphasis,3-5,439,8,,,,szm_lze_2D
configuration B,Size zone matrix (2D),Low grey level emphasis,3-5,0.0475,0.001,,,,szm_lgze_2D
configuration B,Size zone matrix (2D),High grey level emphasis,3-5,284,11,,,,szm_hgze_2D
configuration B,Size zone matrix (2D),Small zone low grey level emphasis,3-5,0.0415,0.0008,,,,szm_szlge_2D
configuration B,Size zone matrix (2D),Small zone high grey level emphasis,3-5,190,7,,,,szm_szhge_2D
configuration B,Size zone matrix (2D),Large zone low grey level emphasis,3-5,1.15,0.04,,,,szm_lzlge_2D
configuration B,Size zone matrix (2D),Large zone high grey level emphasis,3-5,181000,3000,,,,szm_lzhge_2D
configuration B,Size zone matrix (2D),Grey level non-uniformity,3-5,20.5,0.1,,,,szm_glnu_2D
configuration B,Size zone matrix (2D),Grey level non uniformity normalised,3-5,0.0789,0.0011,,,,szm_glnu_norm_2D
configuration B,Size zone matrix (2D),Zone size non-uniformity,3-5,140,3,,,,szm_zsnu_2D
configuration B,Size zone matrix (2D),Zone size non-uniformity normalised,3-5,0.521,0.004,,,,szm_zsnu_norm_2D
configuration B,Size zone matrix (2D),Zone percentage,3-5,0.324,0.001,,,,szm_z_perc_2D
configuration B,Size zone matrix (2D),Grey level variance,3-5,36.1,0.3,,,,szm_gl_var_2D
configuration B,Size zone matrix (2D),Zone size variance,3-5,423,8,,,,szm_zs_var_2D
configuration B,Size zone matrix (2D),Zone size entropy,3-5,5.29,0.01,,,,szm_zs_entr_2D
configuration B,Size zone matrix (2.5D),Small zone emphasis,< 3,,,,,,szm_sze_2_5D
configuration B,Size zone matrix (2.5D),Large zone emphasis,< 3,,,,,,szm_lze_2_5D
configuration B,Size zone matrix (2.5D),Low grey level emphasis,< 3,,,,,,szm_lgze_2_5D
configuration B,Size zone matrix (2.5D),High grey level emphasis,< 3,,,,,,szm_hgze_2_5D
configuration B,Size zone matrix (2.5D),Small zone low grey level emphasis,< 3,,,,,,szm_szlge_2_5D
configuration B,Size zone matrix (2.5D),Small zone high grey level emphasis,< 3,,,,,,szm_szhge_2_5D
configuration B,Size zone matrix (2.5D),Large zone low grey level emphasis,< 3,,,,,,szm_lzlge_2_5D
configuration B,Size zone matrix (2.5D),Large zone high grey level emphasis,< 3,,,,,,szm_lzhge_2_5D
configuration B,Size zone matrix (2.5D),Grey level non-uniformity,< 3,,,,,,szm_glnu_2_5D
configuration B,Size zone matrix (2.5D),Grey level non uniformity normalised,< 3,,,,,,szm_glnu_norm_2_5D
configuration B,Size zone matrix (2.5D),Zone size non-uniformity,< 3,,,,,,szm_zsnu_2_5D
configuration B,Size zone matrix (2.5D),Zone size non-uniformity normalised,< 3,,,,,,szm_zsnu_norm_2_5D
configuration B,Size zone matrix (2.5D),Zone percentage,< 3,,,,,,szm_z_perc_2_5D
configuration B,Size zone matrix (2.5D),Grey level variance,< 3,,,,,,szm_gl_var_2_5D
configuration B,Size zone matrix (2.5D),Zone size variance,< 3,,,,,,szm_zs_var_2_5D
configuration B,Size zone matrix (2.5D),Zone size entropy,< 3,,,,,,szm_zs_entr_2_5D
configuration B,Distance zone matrix (2D),Small distance emphasis,3-5,0.36,0.005,,,,dzm_sde_2D
configuration B,Distance zone matrix (2D),Large distance emphasis,3-5,31.6,0.2,,,,dzm_lde_2D
configuration B,Distance zone matrix (2D),Low grey level emphasis,3-5,0.0475,0.001,,,,dzm_lgze_2D
configuration B,Distance zone matrix (2D),High grey level emphasis,3-5,284,11,,,,dzm_hgze_2D
configuration B,Distance zone matrix (2D),Small distance low grey level emphasis,3-5,0.0191,0.0005,,,,dzm_sdlge_2D
configuration B,Distance zone matrix (2D),Small distance high grey level emphasis,3-5,95.7,5.4,,,,dzm_sdhge_2D
configuration B,Distance zone matrix (2D),Large distance low grey level emphasis,3-5,0.934,0.018,,,,dzm_ldlge_2D
configuration B,Distance zone matrix (2D),Large distance high grey level emphasis,3-5,10600,300,,,,dzm_ldhge_2D
configuration B,Distance zone matrix (2D),Grey level non-uniformity,3-5,20.5,0.1,,,,dzm_glnu_2D
configuration B,Distance zone matrix (2D),Grey level non-uniformity normalised,3-5,0.0789,0.0011,,,,dzm_glnu_norm_2D
configuration B,Distance zone matrix (2D),Zone distance non-uniformity,3-5,39.8,0.3,,,,dzm_zdnu_2D
configuration B,Distance zone matrix (2D),Zone distance non-uniformity normalised,3-5,0.174,0.003,,,,dzm_zdnu_norm_2D
configuration B,Distance zone matrix (2D),Zone percentage,3-5,0.324,0.001,,,,dzm_z_perc_2D
configuration B,Distance zone matrix (2D),Grey level variance,3-5,36.1,0.3,,,,dzm_gl_var_2D
configuration B,Distance zone matrix (2D),Zone distance variance,3-5,13.5,0.1,,,,dzm_zd_var_2D
configuration B,Distance zone matrix (2D),Zone distance entropy,3-5,6.47,0.03,,,,dzm_zd_entr_2D
configuration B,Distance zone matrix (2.5D),Small distance emphasis,< 3,,,,,,dzm_sde_2_5D
configuration B,Distance zone matrix (2.5D),Large distance emphasis,< 3,,,,,,dzm_lde_2_5D
configuration B,Distance zone matrix (2.5D),Low grey level emphasis,< 3,,,,,,dzm_lgze_2_5D
configuration B,Distance zone matrix (2.5D),High grey level emphasis,< 3,,,,,,dzm_hgze_2_5D
configuration B,Distance zone matrix (2.5D),Small distance low grey level emphasis,< 3,,,,,,dzm_sdlge_2_5D
configuration B,Distance zone matrix (2.5D),Small distance high grey level emphasis,< 3,,,,,,dzm_sdhge_2_5D
configuration B,Distance zone matrix (2.5D),Large distance low grey level emphasis,< 3,,,,,,dzm_ldlge_2_5D
configuration B,Distance zone matrix (2.5D),Large distance high grey level emphasis,< 3,,,,,,dzm_ldhge_2_5D
configuration B,Distance zone matrix (2.5D),Grey level non-uniformity,< 3,,,,,,dzm_glnu_2_5D
configuration B,Distance zone matrix (2.5D),Grey level non-uniformity normalised,< 3,,,,,,dzm_glnu_norm_2_5D
configuration B,Distance zone matrix (2.5D),Zone distance non-uniformity,< 3,,,,,,dzm_zdnu_2_5D
configuration B,Distance zone matrix (2.5D),Zone distance non-uniformity normalised,< 3,,,,,,dzm_zdnu_norm_2_5D
configuration B,Distance zone matrix (2.5D),Zone percentage,< 3,,,,,,dzm_z_perc_2_5D
configuration B,Distance zone matrix (2.5D),Grey level variance,< 3,,,,,,dzm_gl_var_2_5D
configuration B,Distance zone matrix (2.5D),Zone distance variance,< 3,,,,,,dzm_zd_var_2_5D
configuration B,Distance zone matrix (2.5D),Zone distance entropy,< 3,,,,,,dzm_zd_entr_2_5D
configuration B,Neighbourhood grey tone difference matrix (2D),Coarseness,3-5,0.0168,0.0005,,,,ngt_coarseness_2D
configuration B,Neighbourhood grey tone difference matrix (2D),Contrast,3-5,0.181,0.001,,,,ngt_contrast_2D
configuration B,Neighbourhood grey tone difference matrix (2D),Busyness,3-5,0.2,0.005,,,,ngt_busyness_2D
configuration B,Neighbourhood grey tone difference matrix (2D),Complexity,3-5,391,7,,,,ngt_complexity_2D
configuration B,Neighbourhood grey tone difference matrix (2D),Strength,3-5,6.02,0.23,,,,ngt_strength_2D
configuration B,Neighbourhood grey tone difference matrix (2.5D),Coarseness,< 3,,,,,,ngt_coarseness_2_5D
configuration B,Neighbourhood grey tone difference matrix (2.5D),Contrast,< 3,,,,,,ngt_contrast_2_5D
configuration B,Neighbourhood grey tone difference matrix (2.5D),Busyness,< 3,,,,,,ngt_busyness_2_5D
configuration B,Neighbourhood grey tone difference matrix (2.5D),Complexity,< 3,,,,,,ngt_complexity_2_5D
configuration B,Neighbourhood grey tone difference matrix (2.5D),Strength,< 3,,,,,,ngt_strength_2_5D
configuration B,Neighbouring grey level dependence matrix (2D),Low dependence emphasis,3-5,0.31,0.001,,,,ngl_lde_2D
configuration B,Neighbouring grey level dependence matrix (2D),High dependence emphasis,3-5,17.3,0.2,,,,ngl_hde_2D
configuration B,Neighbouring grey level dependence matrix (2D),Low grey level count emphasis,3-5,0.0286,0.0005,,,,ngl_lgce_2D
configuration B,Neighbouring grey level dependence matrix (2D),High grey level count emphasis,3-5,359,11,,,,ngl_hgce_2D
configuration B,Neighbouring grey level dependence matrix (2D),Low dependence low grey level emphasis,3-5,0.0203,0.0003,,,,ngl_ldlge_2D
configuration B,Neighbouring grey level dependence matrix (2D),Low dependence high grey level emphasis,3-5,78.9,2.3,,,,ngl_ldhge_2D
configuration B,Neighbouring grey level dependence matrix (2D),High dependence low grey level emphasis,3-5,0.108,0.003,,,,ngl_hdlge_2D
configuration B,Neighbouring grey level dependence matrix (2D),High dependence high grey level emphasis,3-5,7210,130,,,,ngl_hdhge_2D
configuration B,Neighbouring grey level dependence matrix (2D),Grey level non-uniformity,3-5,216,3,,,,ngl_glnu_2D
configuration B,Neighbouring grey level dependence matrix (2D),Grey level non-uniformity normalised,3-5,0.184,0.001,,,,ngl_glnu_norm_2D
configuration B,Neighbouring grey level dependence matrix (2D),Dependence count non-uniformity,3-5,157,1,,,,ngl_dcnu_2D
configuration B,Neighbouring grey level dependence matrix (2D),Dependence count non-uniformity normalised,3-5,0.179,0.001,,,,ngl_dcnu_norm_2D
configuration B,Neighbouring grey level dependence matrix (2D),Dependence count percentage,3-5,1,0,,,,ngl_dc_perc_2D
configuration B,Neighbouring grey level dependence matrix (2D),Grey level variance,3-5,25.3,0.4,,,,ngl_gl_var_2D
configuration B,Neighbouring grey level dependence matrix (2D),Dependence count variance,3-5,4.02,0.05,,,,ngl_dc_var_2D
configuration B,Neighbouring grey level dependence matrix (2D),Dependence count entropy,3-5,5.38,0.01,,,,ngl_dc_entr_2D
configuration B,Neighbouring grey level dependence matrix (2D),Dependence count energy,3-5,0.0321,0.0002,,,,ngl_dc_energy_2D
configuration B,Neighbouring grey level dependence matrix (2.5D),Low dependence emphasis,< 3,,,,,,ngl_lde_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),High dependence emphasis,< 3,,,,,,ngl_hde_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Low grey level count emphasis,< 3,,,,,,ngl_lgce_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),High grey level count emphasis,< 3,,,,,,ngl_hgce_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Low dependence low grey level emphasis,< 3,,,,,,ngl_ldlge_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Low dependence high grey level emphasis,< 3,,,,,,ngl_ldhge_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),High dependence low grey level emphasis,< 3,,,,,,ngl_hdlge_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),High dependence high grey level emphasis,< 3,,,,,,ngl_hdhge_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Grey level non-uniformity,< 3,,,,,,ngl_glnu_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Grey level non-uniformity normalised,< 3,,,,,,ngl_glnu_norm_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Dependence count non-uniformity,< 3,,,,,,ngl_dcnu_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Dependence count non-uniformity normalised,< 3,,,,,,ngl_dcnu_norm_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Dependence count percentage,< 3,,,,,,ngl_dc_perc_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Grey level variance,< 3,,,,,,ngl_gl_var_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Dependence count variance,< 3,,,,,,ngl_dc_var_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Dependence count entropy,< 3,,,,,,ngl_dc_entr_2_5D
configuration B,Neighbouring grey level dependence matrix (2.5D),Dependence count energy,< 3,,,,,,ngl_dc_energy_2_5D
